label,binoculars_score,min_k_prob_0.05,min_k_prob_0.1,min_k_prob_0.2,min_k_prob_0.3,min_k_prob_0.4,min_k_prob_0.5,min_k_prob_0.6
0,0.9100719690322876,1.1699739843606949e-08,6.332993507385254e-08,2.812594175338745e-07,1.2069940567016602e-06,2.1904706954956055e-06,4.5299530029296875e-06,9.894371032714844e-06
0,0.9357143044471741,4.842877388000488e-07,8.717179298400879e-07,1.9073486328125e-06,3.725290298461914e-06,6.705522537231445e-06,1.2099742889404297e-05,1.9788742065429688e-05
1,1.0064516067504883,1.8189894035458565e-09,3.0995579436421394e-09,6.612390279769897e-08,4.1909515857696533e-07,1.3336539268493652e-06,3.069639205932617e-06,6.884336471557617e-06
1,0.9447513818740845,6.100162863731384e-08,1.601874828338623e-07,4.954636096954346e-07,1.6093254089355469e-06,2.6971101760864258e-06,4.26173210144043e-06,6.496906280517578e-06
1,0.9383561611175537,6.28642737865448e-09,3.67872416973114e-08,1.0943040251731873e-07,3.650784492492676e-07,1.0505318641662598e-06,2.0265579223632812e-06,4.9173831939697266e-06
0,1.044025182723999,8.475035429000854e-08,2.0675361156463623e-07,7.227063179016113e-07,1.996755599975586e-06,3.3080577850341797e-06,5.811452865600586e-06,9.59634780883789e-06
1,1.0942028760910034,4.423782229423523e-08,6.193295121192932e-08,1.5832483768463135e-07,5.476176738739014e-07,1.1995434761047363e-06,1.9669532775878906e-06,2.7418136596679688e-06
0,1.2062499523162842,7.310882210731506e-08,1.2479722499847412e-07,5.848705768585205e-07,1.080334186553955e-06,1.7657876014709473e-06,3.471970558166504e-06,6.943941116333008e-06
0,1.1623376607894897,6.007030606269836e-08,7.776543498039246e-08,1.8533319234848022e-07,6.742775440216064e-07,1.8551945686340332e-06,4.082918167114258e-06,7.987022399902344e-06
0,0.852320671081543,1.4770193956792355e-09,3.623426891863346e-09,2.4563632905483246e-08,1.341104507446289e-07,4.1350722312927246e-07,7.450580596923828e-07,1.6391277313232422e-06
1,0.9411764740943909,5.296897143125534e-09,2.0489096641540527e-08,1.1548399925231934e-07,3.427267074584961e-07,7.115304470062256e-07,1.1622905731201172e-06,1.8402934074401855e-06
1,1.04347825050354,1.4668330550193787e-08,1.564621925354004e-07,5.438923835754395e-07,2.3692846298217773e-06,4.4405460357666016e-06,6.467103958129883e-06,9.715557098388672e-06
1,0.9074074029922485,1.955777406692505e-08,3.585591912269592e-08,1.3224780559539795e-07,2.8312206268310547e-07,9.834766387939453e-07,1.9818544387817383e-06,3.874301910400391e-06
0,0.9333333373069763,3.026798367500305e-08,6.05359673500061e-08,3.166496753692627e-07,5.885958671569824e-07,1.30385160446167e-06,2.3096799850463867e-06,4.023313522338867e-06
0,1.0354609489440918,1.433363649994135e-09,2.7939677238464355e-09,2.1187588572502136e-08,7.82310962677002e-08,2.7194619178771973e-07,9.834766387939453e-07,2.1457672119140625e-06
0,1.1383647918701172,1.5599653124809265e-08,3.282912075519562e-08,4.954636096954346e-07,1.2814998626708984e-06,2.1904706954956055e-06,3.635883331298828e-06,5.4836273193359375e-06
0,1.0820895433425903,4.423782229423523e-09,1.234002411365509e-08,2.3050233721733093e-08,5.657784640789032e-08,3.03611159324646e-07,1.3485550880432129e-06,2.2798776626586914e-06
0,0.8476190567016602,3.5943230614066124e-09,1.4319084584712982e-08,4.493631422519684e-08,1.2945383787155151e-07,2.738088369369507e-07,6.221234798431396e-07,1.817941665649414e-06
0,0.8148148059844971,1.5087425708770752e-07,5.476176738739014e-07,1.6763806343078613e-06,3.2335519790649414e-06,5.066394805908203e-06,7.510185241699219e-06,1.0967254638671875e-05
1,1.3292683362960815,3.096647560596466e-08,7.310882210731506e-08,3.2782554626464844e-07,6.705522537231445e-07,1.296401023864746e-06,1.952052116394043e-06,3.3080577850341797e-06
0,1.042553186416626,3.0740920919924974e-10,3.166496753692627e-08,4.172325134277344e-07,1.296401023864746e-06,2.1904706954956055e-06,4.26173210144043e-06,7.063150405883789e-06
0,0.9930070042610168,6.781192496418953e-09,5.2386894822120667e-08,2.3096799850463867e-07,4.954636096954346e-07,1.3485550880432129e-06,2.428889274597168e-06,3.769993782043457e-06
1,0.8641975522041321,3.282912075519562e-08,1.862645149230957e-07,5.587935447692871e-07,1.1846423149108887e-06,3.039836883544922e-06,5.7220458984375e-06,1.0013580322265625e-05
0,0.9534883499145508,1.1525116860866547e-08,5.2619725465774536e-08,2.868473529815674e-07,7.7858567237854e-07,1.5273690223693848e-06,2.60770320892334e-06,3.933906555175781e-06
1,0.9190751314163208,5.209585651755333e-09,1.4260876923799515e-08,1.7601996660232544e-07,6.258487701416016e-07,1.4826655387878418e-06,2.294778823852539e-06,3.471970558166504e-06
1,1.0540540218353271,3.003515303134918e-08,8.335337042808533e-08,4.246830940246582e-07,1.519918441772461e-06,3.11434268951416e-06,5.066394805908203e-06,8.52346420288086e-06
0,0.9135135412216187,1.4435499906539917e-07,1.955777406692505e-07,4.917383193969727e-07,9.909272193908691e-07,1.9818544387817383e-06,2.9653310775756836e-06,4.798173904418945e-06
0,1.0954357385635376,3.92901711165905e-09,2.421438694000244e-08,5.029141902923584e-08,3.110617399215698e-07,7.115304470062256e-07,1.9818544387817383e-06,3.5017728805541992e-06
1,1.1483516693115234,1.2514647096395493e-08,2.7939677238464355e-07,1.3485550880432129e-06,2.3245811462402344e-06,3.3974647521972656e-06,5.185604095458984e-06,7.152557373046875e-06
1,1.1257485151290894,2.2444874048233032e-07,3.4458935260772705e-07,8.23289155960083e-07,1.4603137969970703e-06,2.3245811462402344e-06,3.084540367126465e-06,4.351139068603516e-06
1,1.139175295829773,3.4226104617118835e-08,1.30385160446167e-07,1.2069940567016602e-06,2.3543834686279297e-06,3.7401914596557617e-06,5.453824996948242e-06,8.821487426757812e-06
0,0.837837815284729,1.0011717677116394e-07,2.1886080503463745e-07,4.7124922275543213e-07,9.238719940185547e-07,1.735985279083252e-06,2.86102294921875e-06,5.155801773071289e-06
0,0.9589040875434875,2.4330802261829376e-08,5.075708031654358e-08,2.0209699869155884e-07,7.599592208862305e-07,1.6987323760986328e-06,3.427267074584961e-06,8.344650268554688e-06
0,1.0709220170974731,5.180481821298599e-09,1.341104507446289e-07,6.556510925292969e-07,2.0116567611694336e-06,3.3974647521972656e-06,4.947185516357422e-06,6.735324859619141e-06
0,1.0,7.35744833946228e-08,1.955777406692505e-07,8.530914783477783e-07,1.4528632164001465e-06,2.3096799850463867e-06,4.500150680541992e-06,6.586313247680664e-06
0,0.9407894611358643,4.423782229423523e-08,1.150183379650116e-07,4.917383193969727e-07,1.8551945686340332e-06,3.7848949432373047e-06,5.781650543212891e-06,8.702278137207031e-06
1,1.028037428855896,7.962808012962341e-08,1.2014061212539673e-07,3.296881914138794e-07,7.562339305877686e-07,1.55717134475708e-06,3.7997961044311523e-06,6.735324859619141e-06
0,1.021897792816162,3.0174851417541504e-07,4.880130290985107e-07,1.0356307029724121e-06,1.7955899238586426e-06,2.9802322387695312e-06,4.708766937255859e-06,6.705522537231445e-06
1,0.9653465151786804,9.953510016202927e-09,2.3050233721733093e-08,1.0943040251731873e-07,3.110617399215698e-07,8.642673492431641e-07,1.996755599975586e-06,3.0994415283203125e-06
1,1.0128204822540283,8.614733815193176e-09,2.3981556296348572e-08,6.51925802230835e-08,1.424923539161682e-07,3.855675458908081e-07,9.313225746154785e-07,1.9073486328125e-06
1,1.060150384902954,4.237517714500427e-08,2.039596438407898e-07,6.407499313354492e-07,1.2069940567016602e-06,1.9669532775878906e-06,2.9206275939941406e-06,4.5299530029296875e-06
1,0.8983050584793091,2.8958311304450035e-09,1.664739102125168e-08,1.341104507446289e-07,6.146728992462158e-07,1.1920928955078125e-06,1.996755599975586e-06,3.6507844924926758e-06
1,0.9204545617103577,1.3853423297405243e-08,5.192123353481293e-08,1.6298145055770874e-07,4.172325134277344e-07,9.350478649139404e-07,1.952052116394043e-06,3.203749656677246e-06
0,0.9599999785423279,3.899913281202316e-09,1.3562384992837906e-08,1.1734664440155029e-07,3.501772880554199e-07,1.7434358596801758e-06,4.738569259643555e-06,7.450580596923828e-06
1,1.003921627998352,7.62520357966423e-09,2.1886080503463745e-08,6.379559636116028e-08,1.3317912817001343e-07,2.6263296604156494e-07,4.991888999938965e-07,9.126961231231689e-07
0,0.9144737124443054,5.122274160385132e-08,1.1688098311424255e-07,5.774199962615967e-07,1.3634562492370605e-06,2.2798776626586914e-06,3.3676624298095703e-06,4.9173831939697266e-06
0,0.9850746393203735,8.754432201385498e-08,1.1827796697616577e-07,7.487833499908447e-07,1.2069940567016602e-06,2.0563602447509766e-06,2.950429916381836e-06,4.410743713378906e-06
0,1.0689655542373657,1.4551915228366852e-08,4.6333298087120056e-08,2.0116567611694336e-07,4.5821070671081543e-07,8.083879947662354e-07,1.3336539268493652e-06,2.6226043701171875e-06
0,0.9139072895050049,8.987262845039368e-08,2.1047890186309814e-07,7.040798664093018e-07,1.7583370208740234e-06,3.4421682357788086e-06,5.0961971282958984e-06,7.092952728271484e-06
0,0.982758641242981,9.953510016202927e-09,3.166496753692627e-08,2.1606683731079102e-07,1.2442469596862793e-06,3.1888484954833984e-06,4.9173831939697266e-06,8.165836334228516e-06
0,0.9061033129692078,4.493631422519684e-08,5.9371814131736755e-08,1.210719347000122e-07,2.5704503059387207e-07,4.7497451305389404e-07,8.717179298400879e-07,1.7061829566955566e-06
0,0.837837815284729,7.962808012962341e-08,3.334134817123413e-07,1.214444637298584e-06,2.1010637283325195e-06,6.079673767089844e-06,1.2636184692382812e-05,1.9073486328125e-05
1,0.8366666436195374,1.367880031466484e-09,2.1420419216156006e-07,6.07222318649292e-07,1.2516975402832031e-06,2.3692846298217773e-06,3.993511199951172e-06,6.467103958129883e-06
0,0.956204354763031,3.3155083656311035e-07,6.593763828277588e-07,1.259148120880127e-06,2.0265579223632812e-06,3.1888484954833984e-06,5.841255187988281e-06,1.0848045349121094e-05
1,1.0365853309631348,6.891787052154541e-08,8.475035429000854e-08,8.344650268554688e-07,2.384185791015625e-06,3.7401914596557617e-06,5.453824996948242e-06,7.092952728271484e-06
1,0.9644970297813416,4.307366907596588e-08,6.612390279769897e-08,2.4028122425079346e-07,9.98377799987793e-07,2.3543834686279297e-06,4.380941390991211e-06,6.3478946685791016e-06
1,0.8896104097366333,1.1455267667770386e-07,1.2293457984924316e-07,2.2351741790771484e-07,3.9301812648773193e-07,8.493661880493164e-07,1.4975666999816895e-06,2.6971101760864258e-06
1,1.0,1.9208528101444244e-08,2.782326191663742e-08,1.601874828338623e-07,5.811452865600586e-07,1.0058283805847168e-06,1.8253922462463379e-06,3.069639205932617e-06
1,1.1160221099853516,2.1187588572502136e-08,3.213062882423401e-08,1.3504177331924438e-07,3.166496753692627e-07,1.3187527656555176e-06,3.2335519790649414e-06,5.424022674560547e-06
0,0.9343065619468689,2.0954757928848267e-08,3.702007234096527e-08,9.872019290924072e-08,2.8870999813079834e-07,9.760260581970215e-07,2.3543834686279297e-06,3.933906555175781e-06
1,1.085106372833252,3.6816345527768135e-09,8.731149137020111e-09,4.190951585769653e-08,1.1920928955078125e-07,5.029141902923584e-07,1.2740492820739746e-06,2.2649765014648438e-06
0,1.1515151262283325,1.8510036170482635e-08,3.026798367500305e-08,3.5762786865234375e-07,1.1473894119262695e-06,2.3990869522094727e-06,4.649162292480469e-06,7.152557373046875e-06
1,1.0119047164916992,2.7241185307502747e-08,5.634501576423645e-08,1.1222437024116516e-07,8.456408977508545e-07,2.3096799850463867e-06,4.1425228118896484e-06,6.139278411865234e-06
0,1.070588231086731,9.872019290924072e-08,1.5832483768463135e-07,4.954636096954346e-07,1.0281801223754883e-06,1.5944242477416992e-06,2.5480985641479492e-06,4.231929779052734e-06
0,0.7710280418395996,9.220093488693237e-08,3.8370490074157715e-07,1.3634562492370605e-06,2.905726432800293e-06,4.231929779052734e-06,6.5267086029052734e-06,9.715557098388672e-06
0,0.9791666865348816,2.6309862732887268e-08,1.387670636177063e-07,6.668269634246826e-07,1.9818544387817383e-06,4.351139068603516e-06,6.645917892456055e-06,1.1324882507324219e-05
1,0.9191918969154358,4.540197551250458e-09,4.0512531995773315e-08,1.8905848264694214e-07,1.1846423149108887e-06,2.384185791015625e-06,5.543231964111328e-06,8.58306884765625e-06
0,1.0634920597076416,7.239577826112509e-10,2.2118911147117615e-08,1.5832483768463135e-07,9.685754776000977e-07,2.115964889526367e-06,3.844499588012695e-06,6.198883056640625e-06
0,1.0923694372177124,7.741618901491165e-09,1.2223608791828156e-08,1.5925616025924683e-07,6.705522537231445e-07,1.6614794731140137e-06,2.771615982055664e-06,3.7103891372680664e-06
0,0.7840909361839294,2.2264430299401283e-09,4.563480615615845e-08,9.592622518539429e-08,1.8067657947540283e-07,4.4517219066619873e-07,9.685754776000977e-07,1.6689300537109375e-06
1,0.9364162087440491,5.122274160385132e-09,3.189779818058014e-08,1.1222437024116516e-07,2.9243528842926025e-07,8.121132850646973e-07,2.250075340270996e-06,3.904104232788086e-06
0,0.8791946172714233,5.4016709327697754e-08,9.778887033462524e-08,2.6635825634002686e-07,6.407499313354492e-07,1.4454126358032227e-06,2.9206275939941406e-06,4.112720489501953e-06
1,0.9151515364646912,3.841705620288849e-09,1.3213139027357101e-08,4.889443516731262e-08,2.2817403078079224e-07,7.450580596923828e-07,1.5795230865478516e-06,3.0249357223510742e-06
1,0.7743902206420898,9.12696123123169e-08,1.6391277313232422e-07,4.0046870708465576e-07,1.3336539268493652e-06,2.2202730178833008e-06,3.0994415283203125e-06,4.202127456665039e-06
1,0.9208333492279053,1.0113581083714962e-09,2.9249349609017372e-09,1.792795956134796e-08,5.2386894822120667e-08,1.51805579662323e-07,3.9301812648773193e-07,9.275972843170166e-07
1,0.8670520186424255,2.3050233721733093e-08,8.89413058757782e-08,2.3283064365386963e-07,5.364418029785156e-07,1.2293457984924316e-06,1.9371509552001953e-06,2.7120113372802734e-06
0,0.9397590160369873,3.0547380447387695e-07,4.0046870708465576e-07,9.611248970031738e-07,2.250075340270996e-06,3.6507844924926758e-06,5.5730342864990234e-06,7.063150405883789e-06
1,0.8265306353569031,6.461050361394882e-09,3.306195139884949e-08,8.89413058757782e-08,1.7508864402770996e-07,3.8929283618927e-07,1.080334186553955e-06,2.175569534301758e-06
0,0.7450980544090271,5.995389074087143e-09,1.3969838619232178e-08,6.472691893577576e-08,2.868473529815674e-07,5.960464477539062e-07,1.30385160446167e-06,2.4139881134033203e-06
1,1.0329670906066895,8.521601557731628e-08,2.207234501838684e-07,4.4517219066619873e-07,9.052455425262451e-07,2.5033950805664062e-06,4.798173904418945e-06,8.225440979003906e-06
1,1.2666666507720947,2.1979212760925293e-07,3.390014171600342e-07,9.387731552124023e-07,1.9371509552001953e-06,3.7401914596557617e-06,6.288290023803711e-06,8.64267349243164e-06
1,0.9806451797485352,1.2689270079135895e-08,3.5390257835388184e-08,1.387670636177063e-07,2.644956111907959e-07,5.289912223815918e-07,8.530914783477783e-07,2.2798776626586914e-06
0,0.9897435903549194,1.909211277961731e-08,4.377216100692749e-08,1.1082738637924194e-07,3.5762786865234375e-07,7.37607479095459e-07,1.1548399925231934e-06,1.5422701835632324e-06
0,0.9768785834312439,7.203198038041592e-10,4.452886059880257e-09,2.7241185307502747e-08,9.685754776000977e-08,2.682209014892578e-07,8.67992639541626e-07,2.175569534301758e-06
0,0.9644970297813416,2.9453076422214508e-08,6.239861249923706e-08,1.4621764421463013e-07,1.2218952178955078e-06,2.1904706954956055e-06,3.874301910400391e-06,6.3478946685791016e-06
1,0.8325123190879822,1.816079020500183e-07,3.2223761081695557e-07,8.270144462585449e-07,1.3187527656555176e-06,2.0116567611694336e-06,3.471970558166504e-06,4.708766937255859e-06
0,1.106870174407959,2.8812792152166367e-09,1.280568540096283e-08,1.210719347000122e-07,4.023313522338867e-07,1.1548399925231934e-06,2.2798776626586914e-06,3.5017728805541992e-06
0,1.1625615358352661,1.1059455573558807e-08,2.7474015951156616e-08,9.592622518539429e-08,5.103647708892822e-07,2.3543834686279297e-06,6.020069122314453e-06,1.049041748046875e-05
0,1.04347825050354,1.3504177331924438e-08,2.9453076422214508e-08,6.891787052154541e-08,4.2654573917388916e-07,1.385807991027832e-06,4.26173210144043e-06,7.241964340209961e-06
1,1.0972222089767456,1.2951204553246498e-09,3.795139491558075e-08,1.3317912817001343e-07,4.6193599700927734e-07,1.9669532775878906e-06,5.27501106262207e-06,1.0073184967041016e-05
